date,product_sku,product_name,category,transaction_type,quantity_change,location,day_of_week,month,quarter,year
2021-01-27,PRD-00367,Lubricant Oil Variant 7,Consumables,DELIVERY,-54.0,Rack A,2,1,1,2021
2021-01-27,PRD-00018,Aluminum Sheets Variant 3,Raw Materials,DELIVERY,-53.0,Rack A,2,1,1,2021
2021-01-27,PRD-00287,Circuit Board Variant 7,Components,DELIVERY,-40.0,Rack A,2,1,1,2021
2021-01-30,PRD-00077,Titanium Alloy Variant 2,Raw Materials,DELIVERY,-78.9,Rack A,5,1,1,2021
2021-01-30,PRD-00182,Assembly Unit Y Variant 2,Finished Goods,DELIVERY,-54.0,Rack A,5,1,1,2021
2021-02-02,PRD-00291,Circuit Board Variant 11,Components,DELIVERY,-19.0,Production Floor 1,1,2,1,2021
2021-02-02,PRD-00024,Aluminum Sheets Variant 9,Raw Materials,DELIVERY,-15.729,Production Floor 1,1,2,1,2021
2021-02-04,PRD-00038,Copper Wire Variant 8,Raw Materials,DELIVERY,-29.4,Main Warehouse,3,2,1,2021
2021-02-04,PRD-00275,Bolt M8 Variant 15,Components,DELIVERY,-14.0,Main Warehouse,3,2,1,2021
2021-02-04,PRD-00006,Steel Rods Variant 6,Raw Materials,DELIVERY,-26.0,Main Warehouse,3,2,1,2021
2021-02-06,PRD-00411,Cleaning Solution Variant 20,Consumables,DELIVERY,-10.0,Rack A,5,2,1,2021
2021-02-06,PRD-00077,Titanium Alloy Variant 2,Raw Materials,DELIVERY,-55.23,Rack A,5,2,1,2021
2021-02-07,PRD-00406,Cleaning Solution Variant 15,Consumables,DELIVERY,-59.7624,Main Warehouse,6,2,1,2021
2021-02-07,PRD-00361,Lubricant Oil,Consumables,DELIVERY,-70.5,Main Warehouse,6,2,1,2021
2021-02-08,PRD-00478,Adhesive Variant 25,Consumables,RECEIPT,432.0,Production Floor 1,0,2,1,2021
2021-02-08,PRD-00472,Adhesive Variant 19,Consumables,RECEIPT,85.0,Production Floor 1,0,2,1,2021
2021-02-09,PRD-00198,Assembly Unit Y Variant 18,Finished Goods,RECEIPT,230.0,Rack B,1,2,1,2021
2021-02-10,PRD-00324,Sensor Module Variant 4,Components,RECEIPT,175.0,Main Warehouse,2,2,1,2021
2021-02-10,PRD-00136,Widget Model A Variant 16,Finished Goods,RECEIPT,283.0,Main Warehouse,2,2,1,2021
2021-02-10,PRD-00384,Lubricant Oil Variant 24,Consumables,RECEIPT,339.0,Main Warehouse,2,2,1,2021
2021-02-10,PRD-00057,Plastic Pellets Variant 12,Raw Materials,RECEIPT,294.0,Main Warehouse,2,2,1,2021
2021-02-10,PRD-00376,Lubricant Oil Variant 16,Consumables,RECEIPT,129.0,Main Warehouse,2,2,1,2021
2021-02-11,PRD-00221,Industrial Unit,Finished Goods,RECEIPT,247.0,Rack B,3,2,1,2021
2021-02-11,PRD-00151,Widget Model B Variant 11,Finished Goods,RECEIPT,191.0,Rack B,3,2,1,2021
2021-02-11,PRD-00318,Motor 12V Variant 18,Components,RECEIPT,244.0,Rack B,3,2,1,2021
2021-02-12,PRD-00353,Control Unit Variant 13,Components,RECEIPT,183.0,Production Floor 1,4,2,1,2021
2021-02-12,PRD-00244,Bearing Type 1 Variant 4,Components,DELIVERY,-49.0,Main Warehouse,4,2,1,2021
2021-02-12,PRD-00143,Widget Model B Variant 3,Finished Goods,DELIVERY,-44.94,Main Warehouse,4,2,1,2021
2021-02-13,PRD-00104,Carbon Fiber Variant 14,Raw Materials,DELIVERY,-23.0,Main Warehouse,5,2,1,2021
2021-02-13,PRD-00126,Widget Model A Variant 6,Finished Goods,DELIVERY,-69.0,Main Warehouse,5,2,1,2021
2021-02-13,PRD-00149,Widget Model B Variant 9,Finished Goods,DELIVERY,-92.0,Main Warehouse,5,2,1,2021
2021-02-14,PRD-00355,Control Unit Variant 15,Components,DELIVERY,-93.0,Main Warehouse,6,2,1,2021
2021-02-15,PRD-00111,Stainless Steel Variant 6,Raw Materials,DELIVERY,-83.0,Rack B,0,2,1,2021
2021-02-15,PRD-00008,Steel Rods Variant 8,Raw Materials,DELIVERY,-21.24,Rack B,0,2,1,2021
2021-02-19,PRD-00238,Industrial Unit Variant 18,Finished Goods,DELIVERY,-87.0,Production Floor 1,4,2,1,2021
2021-02-19,PRD-00456,Adhesive Variant 3,Consumables,DELIVERY,-23.94,Production Floor 1,4,2,1,2021
2021-02-19,PRD-00027,Aluminum Sheets Variant 12,Raw Materials,DELIVERY,-41.0,Production Floor 1,4,2,1,2021
2021-02-26,PRD-00378,Lubricant Oil Variant 18,Consumables,DELIVERY,-16.0,Rack A,4,2,1,2021
2021-02-26,PRD-00332,Sensor Module Variant 12,Components,DELIVERY,-92.0,Rack A,4,2,1,2021
2021-02-27,PRD-00424,Packaging Tape Variant 2,Consumables,DELIVERY,-30.0,Rack B,5,2,1,2021
2021-02-27,PRD-00010,Steel Rods Variant 10,Raw Materials,DELIVERY,-17.3901,Rack B,5,2,1,2021
2021-02-27,PRD-00140,Widget Model A Variant 20,Finished Goods,DELIVERY,-64.0,Rack B,5,2,1,2021
2021-03-01,PRD-00190,Assembly Unit Y Variant 10,Finished Goods,RECEIPT,136.0,Main Warehouse,0,3,1,2021
2021-03-01,PRD-00274,Bolt M8 Variant 14,Components,RECEIPT,492.0,Main Warehouse,0,3,1,2021
2021-03-01,PRD-00096,Carbon Fiber Variant 6,Raw Materials,RECEIPT,458.0,Main Warehouse,0,3,1,2021
2021-03-01,PRD-00307,Motor 12V Variant 7,Components,RECEIPT,248.0,Main Warehouse,0,3,1,2021
2021-03-01,PRD-00296,Circuit Board Variant 16,Components,RECEIPT,353.0,Main Warehouse,0,3,1,2021
2021-03-03,PRD-00161,Assembly Unit X,Finished Goods,DELIVERY,-39.0,Rack B,2,3,1,2021
2021-03-03,PRD-00147,Widget Model B Variant 7,Finished Goods,DELIVERY,-25.0,Rack B,2,3,1,2021
2021-03-06,PRD-00306,Motor 12V Variant 6,Components,DELIVERY,-22.0,Rack A,5,3,1,2021
2021-03-06,PRD-00474,Adhesive Variant 21,Consumables,DELIVERY,-28.95,Rack A,5,3,1,2021
2021-03-08,PRD-00470,Adhesive Variant 17,Consumables,DELIVERY,-81.0,Main Warehouse,0,3,1,2021
2021-03-08,PRD-00313,Motor 12V Variant 13,Components,DELIVERY,-43.0,Main Warehouse,0,3,1,2021
2021-03-12,PRD-00114,Stainless Steel Variant 9,Raw Materials,DELIVERY,-20.355,Main Warehouse,4,3,1,2021
2021-03-12,PRD-00333,Sensor Module Variant 13,Components,DELIVERY,-19.0,Main Warehouse,4,3,1,2021
2021-03-24,PRD-00322,Sensor Module Variant 2,Components,RECEIPT,206.0,Main Warehouse,2,3,1,2021
2021-03-25,PRD-00130,Widget Model A Variant 10,Finished Goods,DELIVERY,-16.0,Main Warehouse,3,3,1,2021
2021-03-25,PRD-00451,Packaging Tape Variant 29,Consumables,DELIVERY,-27.3,Main Warehouse,3,3,1,2021
2021-03-25,PRD-00170,Assembly Unit X Variant 10,Finished Goods,DELIVERY,-12.0,Main Warehouse,3,3,1,2021
2021-03-26,PRD-00462,Adhesive Variant 9,Consumables,DELIVERY,-42.0,Rack A,4,3,1,2021
2021-03-26,PRD-00206,Premium Widget Variant 6,Finished Goods,DELIVERY,-53.0,Rack A,4,3,1,2021
2021-03-26,PRD-00129,Widget Model A Variant 9,Finished Goods,DELIVERY,-63.0,Rack A,4,3,1,2021
2021-03-30,PRD-00394,Cleaning Solution Variant 3,Consumables,RECEIPT,260.0,Production Floor 1,1,3,1,2021
2021-04-02,PRD-00264,Bolt M8 Variant 4,Components,RECEIPT,257.0,Rack A,4,4,2,2021
2021-04-02,PRD-00396,Cleaning Solution Variant 5,Consumables,RECEIPT,137.0,Rack A,4,4,2,2021
2021-04-02,PRD-00098,Carbon Fiber Variant 8,Raw Materials,RECEIPT,300.0,Rack A,4,4,2,2021
2021-04-02,PRD-00322,Sensor Module Variant 2,Components,RECEIPT,485.0,Rack A,4,4,2,2021
2021-04-04,PRD-00032,Copper Wire Variant 2,Raw Materials,DELIVERY,-38.0,Rack A,6,4,2,2021
2021-04-04,PRD-00037,Copper Wire Variant 7,Raw Materials,DELIVERY,-28.1946,Rack A,6,4,2,2021
2021-04-05,PRD-00274,Bolt M8 Variant 14,Components,DELIVERY,-70.0,Main Warehouse,0,4,2,2021
2021-04-06,PRD-00026,Aluminum Sheets Variant 11,Raw Materials,DELIVERY,-24.0,Rack B,1,4,2,2021
2021-04-07,PRD-00060,Plastic Pellets Variant 15,Raw Materials,DELIVERY,-21.0,Production Floor 1,2,4,2,2021
2021-04-07,PRD-00475,Adhesive Variant 22,Consumables,DELIVERY,-43.0,Production Floor 1,2,4,2,2021
2021-04-13,PRD-00009,Steel Rods Variant 9,Raw Materials,RECEIPT,280.0,Rack A,1,4,2,2021
2021-04-13,PRD-00387,Lubricant Oil Variant 27,Consumables,DELIVERY,-64.0,Production Floor 1,1,4,2,2021
2021-04-18,PRD-00211,Premium Widget Variant 11,Finished Goods,DELIVERY,-46.0,Rack B,6,4,2,2021
2021-04-18,PRD-00246,Bearing Type 1 Variant 6,Components,DELIVERY,-14.0,Rack B,6,4,2,2021
2021-04-18,PRD-00301,Motor 12V,Components,DELIVERY,-72.9,Rack B,6,4,2,2021
2021-04-27,PRD-00107,Stainless Steel Variant 2,Raw Materials,DELIVERY,-48.9,Rack A,1,4,2,2021
2021-04-28,PRD-00331,Sensor Module Variant 11,Components,DELIVERY,-14.0,Main Warehouse,2,4,2,2021
2021-04-28,PRD-00127,Widget Model A Variant 7,Finished Goods,DELIVERY,-30.0,Main Warehouse,2,4,2,2021
2021-05-01,PRD-00095,Carbon Fiber Variant 5,Raw Materials,DELIVERY,-23.919,Main Warehouse,5,5,2,2021
2021-05-01,PRD-00360,Control Unit Variant 20,Components,DELIVERY,-28.0,Main Warehouse,5,5,2,2021
2021-05-01,PRD-00289,Circuit Board Variant 9,Components,DELIVERY,-13.0,Main Warehouse,5,5,2,2021
2021-05-04,PRD-00115,Stainless Steel Variant 10,Raw Materials,DELIVERY,-50.0,Rack B,1,5,2,2021
2021-05-04,PRD-00413,Cleaning Solution Variant 22,Consumables,DELIVERY,-21.0,Rack B,1,5,2,2021
2021-05-05,PRD-00005,Steel Rods Variant 5,Raw Materials,DELIVERY,-41.58,Rack B,2,5,2,2021
2021-05-05,PRD-00058,Plastic Pellets Variant 13,Raw Materials,DELIVERY,-31.0,Rack B,2,5,2,2021
2021-05-07,PRD-00362,Lubricant Oil Variant 2,Consumables,DELIVERY,-24.0,Production Floor 1,4,5,2,2021
2021-05-07,PRD-00038,Copper Wire Variant 8,Raw Materials,DELIVERY,-29.19,Production Floor 1,4,5,2,2021
2021-05-08,PRD-00356,Control Unit Variant 16,Components,DELIVERY,-84.0,Rack A,5,5,2,2021
2021-05-10,PRD-00120,Stainless Steel Variant 15,Raw Materials,RECEIPT,441.0,Production Floor 1,0,5,2,2021
2021-05-12,PRD-00381,Lubricant Oil Variant 21,Consumables,DELIVERY,-14.0,Rack A,2,5,2,2021
2021-05-12,PRD-00098,Carbon Fiber Variant 8,Raw Materials,DELIVERY,-40.0,Rack A,2,5,2,2021
2021-05-12,PRD-00252,Bearing Type 1 Variant 12,Components,DELIVERY,-87.0,Rack A,2,5,2,2021
2021-05-13,PRD-00290,Circuit Board Variant 10,Components,DELIVERY,-36.0,Rack A,3,5,2,2021
2021-05-13,PRD-00362,Lubricant Oil Variant 2,Consumables,DELIVERY,-47.1,Rack A,3,5,2,2021
2021-05-14,PRD-00115,Stainless Steel Variant 10,Raw Materials,DELIVERY,-79.0,Rack B,4,5,2,2021
2021-05-14,PRD-00246,Bearing Type 1 Variant 6,Components,DELIVERY,-65.0,Rack B,4,5,2,2021
2021-05-19,PRD-00090,Titanium Alloy Variant 15,Raw Materials,DELIVERY,-30.42,Rack B,2,5,2,2021
2021-05-21,PRD-00414,Cleaning Solution Variant 23,Consumables,RECEIPT,246.0,Production Floor 1,4,5,2,2021
2021-05-21,PRD-00179,Assembly Unit X Variant 19,Finished Goods,RECEIPT,377.0,Production Floor 1,4,5,2,2021
2021-05-21,PRD-00366,Lubricant Oil Variant 6,Consumables,RECEIPT,337.0,Production Floor 1,4,5,2,2021
2021-05-21,PRD-00044,Copper Wire Variant 14,Raw Materials,RECEIPT,281.0,Production Floor 1,4,5,2,2021
2021-05-24,PRD-00019,Aluminum Sheets Variant 4,Raw Materials,RECEIPT,105.0,Production Floor 1,0,5,2,2021
2021-05-24,PRD-00338,Sensor Module Variant 18,Components,RECEIPT,235.0,Production Floor 1,0,5,2,2021
2021-05-24,PRD-00084,Titanium Alloy Variant 9,Raw Materials,RECEIPT,180.0,Production Floor 1,0,5,2,2021
2021-05-24,PRD-00246,Bearing Type 1 Variant 6,Components,RECEIPT,296.0,Production Floor 1,0,5,2,2021
2021-05-24,PRD-00248,Bearing Type 1 Variant 8,Components,DELIVERY,-25.38,Rack B,0,5,2,2021
2021-05-24,PRD-00020,Aluminum Sheets Variant 5,Raw Materials,DELIVERY,-10.0,Rack B,0,5,2,2021
2021-05-27,PRD-00315,Motor 12V Variant 15,Components,RECEIPT,420.0,Rack B,3,5,2,2021
2021-05-27,PRD-00101,Carbon Fiber Variant 11,Raw Materials,DELIVERY,-43.0,Rack B,3,5,2,2021
2021-05-27,PRD-00262,Bolt M8 Variant 2,Components,DELIVERY,-22.0,Rack B,3,5,2,2021
2021-05-27,PRD-00315,Motor 12V Variant 15,Components,DELIVERY,-46.0,Rack B,3,5,2,2021
2021-05-29,PRD-00123,Widget Model A Variant 3,Finished Goods,DELIVERY,-21.0,Production Floor 1,5,5,2,2021
2021-06-02,PRD-00351,Control Unit Variant 11,Components,DELIVERY,-24.0,Rack B,2,6,2,2021
2021-06-02,PRD-00285,Circuit Board Variant 5,Components,DELIVERY,-77.88,Rack B,2,6,2,2021
2021-06-07,PRD-00423,Packaging Tape,Consumables,RECEIPT,409.0,Rack A,0,6,2,2021
2021-06-07,PRD-00150,Widget Model B Variant 10,Finished Goods,RECEIPT,426.0,Rack A,0,6,2,2021
2021-06-07,PRD-00344,Control Unit Variant 4,Components,RECEIPT,443.0,Rack A,0,6,2,2021
2021-06-07,PRD-00149,Widget Model B Variant 9,Finished Goods,RECEIPT,483.0,Rack A,0,6,2,2021
2021-06-07,PRD-00130,Widget Model A Variant 10,Finished Goods,RECEIPT,414.0,Rack A,0,6,2,2021
2021-06-10,PRD-00219,Premium Widget Variant 19,Finished Goods,TRANSFER,-24.0,Rack B,3,6,2,2021
2021-06-10,PRD-00219,Premium Widget Variant 19,Finished Goods,TRANSFER,24.0,Rack A,3,6,2,2021
2021-06-11,PRD-00134,Widget Model A Variant 14,Finished Goods,DELIVERY,-64.0,Production Floor 1,4,6,2,2021
2021-06-13,PRD-00179,Assembly Unit X Variant 19,Finished Goods,DELIVERY,-28.0,Rack B,6,6,2,2021
2021-06-13,PRD-00079,Titanium Alloy Variant 4,Raw Materials,DELIVERY,-34.398,Rack B,6,6,2,2021
2021-06-16,PRD-00227,Industrial Unit Variant 7,Finished Goods,DELIVERY,-88.8,Rack B,2,6,2,2021
2021-06-16,PRD-00441,Packaging Tape Variant 19,Consumables,DELIVERY,-36.12,Rack B,2,6,2,2021
2021-06-16,PRD-00159,Widget Model B Variant 19,Finished Goods,DELIVERY,-31.0,Rack B,2,6,2,2021
2021-06-19,PRD-00247,Bearing Type 1 Variant 7,Components,DELIVERY,-20.0,Rack B,5,6,2,2021
2021-06-19,PRD-00028,Aluminum Sheets Variant 13,Raw Materials,DELIVERY,-25.0,Rack B,5,6,2,2021
2021-07-02,PRD-00042,Copper Wire Variant 12,Raw Materials,RECEIPT,114.0,Rack B,4,7,3,2021
2021-07-02,PRD-00050,Plastic Pellets Variant 5,Raw Materials,RECEIPT,392.0,Rack B,4,7,3,2021
2021-07-02,PRD-00104,Carbon Fiber Variant 14,Raw Materials,RECEIPT,60.0,Rack B,4,7,3,2021
2021-07-02,PRD-00346,Control Unit Variant 6,Components,RECEIPT,280.0,Rack B,4,7,3,2021
2021-07-02,PRD-00409,Cleaning Solution Variant 18,Consumables,DELIVERY,-20.0,Rack B,4,7,3,2021
2021-07-03,PRD-00129,Widget Model A Variant 9,Finished Goods,DELIVERY,-21.0,Rack A,5,7,3,2021
2021-07-03,PRD-00249,Bearing Type 1 Variant 9,Components,DELIVERY,-60.0,Rack A,5,7,3,2021
2021-07-03,PRD-00312,Motor 12V Variant 12,Components,DELIVERY,-89.0,Rack A,5,7,3,2021
2021-07-04,PRD-00469,Adhesive Variant 16,Consumables,DELIVERY,-51.0,Production Floor 1,6,7,3,2021
2021-07-05,PRD-00214,Premium Widget Variant 14,Finished Goods,RECEIPT,367.0,Production Floor 1,0,7,3,2021
2021-07-05,PRD-00040,Copper Wire Variant 10,Raw Materials,RECEIPT,413.0,Production Floor 1,0,7,3,2021
2021-07-05,PRD-00339,Sensor Module Variant 19,Components,DELIVERY,-26.0,Rack B,0,7,3,2021
2021-07-06,PRD-00079,Titanium Alloy Variant 4,Raw Materials,DELIVERY,-24.0786,Rack B,1,7,3,2021
2021-07-07,PRD-00315,Motor 12V Variant 15,Components,DELIVERY,-100.0,Rack B,2,7,3,2021
2021-07-08,PRD-00151,Widget Model B Variant 11,Finished Goods,RECEIPT,87.0,Main Warehouse,3,7,3,2021
2021-07-08,PRD-00007,Steel Rods Variant 7,Raw Materials,RECEIPT,161.0,Main Warehouse,3,7,3,2021
2021-07-08,PRD-00137,Widget Model A Variant 17,Finished Goods,RECEIPT,448.0,Main Warehouse,3,7,3,2021
2021-07-08,PRD-00246,Bearing Type 1 Variant 6,Components,RECEIPT,196.0,Main Warehouse,3,7,3,2021
2021-07-18,PRD-00058,Plastic Pellets Variant 13,Raw Materials,DELIVERY,-56.0,Production Floor 1,6,7,3,2021
2021-07-21,PRD-00322,Sensor Module Variant 2,Components,TRANSFER,-44.0,Rack A,2,7,3,2021
2021-07-21,PRD-00322,Sensor Module Variant 2,Components,TRANSFER,44.0,Rack B,2,7,3,2021
2021-07-25,PRD-00373,Lubricant Oil Variant 13,Consumables,DELIVERY,-55.0,Production Floor 1,6,7,3,2021
2021-07-27,PRD-00230,Industrial Unit Variant 10,Finished Goods,RECEIPT,440.0,Production Floor 1,1,7,3,2021
2021-07-27,PRD-00195,Assembly Unit Y Variant 15,Finished Goods,RECEIPT,492.0,Production Floor 1,1,7,3,2021
2021-07-27,PRD-00376,Lubricant Oil Variant 16,Consumables,RECEIPT,470.0,Production Floor 1,1,7,3,2021
2021-07-27,PRD-00174,Assembly Unit X Variant 14,Finished Goods,RECEIPT,159.0,Production Floor 1,1,7,3,2021
2021-07-27,PRD-00200,Assembly Unit Y Variant 20,Finished Goods,RECEIPT,97.0,Production Floor 1,1,7,3,2021
2021-07-27,PRD-00148,Widget Model B Variant 8,Finished Goods,DELIVERY,-80.0,Rack B,1,7,3,2021
2021-07-27,PRD-00140,Widget Model A Variant 20,Finished Goods,DELIVERY,-58.176,Rack B,1,7,3,2021
2021-07-27,PRD-00475,Adhesive Variant 22,Consumables,DELIVERY,-34.0,Rack B,1,7,3,2021
2021-07-28,PRD-00382,Lubricant Oil Variant 22,Consumables,DELIVERY,-30.0,Production Floor 1,2,7,3,2021
2021-07-28,PRD-00138,Widget Model A Variant 18,Finished Goods,DELIVERY,-24.0,Production Floor 1,2,7,3,2021
2021-08-03,PRD-00324,Sensor Module Variant 4,Components,TRANSFER,-49.0,Main Warehouse,1,8,3,2021
2021-08-03,PRD-00324,Sensor Module Variant 4,Components,TRANSFER,49.0,Rack B,1,8,3,2021
2021-08-04,PRD-00300,Circuit Board Variant 20,Components,DELIVERY,-49.0,Main Warehouse,2,8,3,2021
2021-08-04,PRD-00363,Lubricant Oil Variant 3,Consumables,DELIVERY,-13.0,Main Warehouse,2,8,3,2021
2021-08-05,PRD-00301,Motor 12V,Components,RECEIPT,170.0,Production Floor 1,3,8,3,2021
2021-08-05,PRD-00051,Plastic Pellets Variant 6,Raw Materials,RECEIPT,248.0,Production Floor 1,3,8,3,2021
2021-08-05,PRD-00119,Stainless Steel Variant 14,Raw Materials,RECEIPT,470.0,Production Floor 1,3,8,3,2021
2021-08-06,PRD-00038,Copper Wire Variant 8,Raw Materials,TRANSFER,-27.244,Production Floor 1,4,8,3,2021
2021-08-06,PRD-00038,Copper Wire Variant 8,Raw Materials,TRANSFER,27.244,Rack B,4,8,3,2021
2021-08-08,PRD-00138,Widget Model A Variant 18,Finished Goods,ADJUSTMENT,-2.0,Main Warehouse,6,8,3,2021
2021-08-09,PRD-00289,Circuit Board Variant 9,Components,RECEIPT,478.0,Rack A,0,8,3,2021
2021-08-18,PRD-00451,Packaging Tape Variant 29,Consumables,TRANSFER,-25.48,Main Warehouse,2,8,3,2021
2021-08-18,PRD-00451,Packaging Tape Variant 29,Consumables,TRANSFER,25.48,Production Floor 1,2,8,3,2021
2021-08-22,PRD-00080,Titanium Alloy Variant 5,Raw Materials,ADJUSTMENT,-4.0,Production Floor 1,6,8,3,2021
2021-08-26,PRD-00204,Premium Widget Variant 4,Finished Goods,RECEIPT,100.0,Rack A,3,8,3,2021
2021-08-26,PRD-00282,Circuit Board Variant 2,Components,RECEIPT,109.0,Rack A,3,8,3,2021
2021-08-26,PRD-00432,Packaging Tape Variant 10,Consumables,DELIVERY,-69.3,Production Floor 1,3,8,3,2021
2021-09-02,PRD-00333,Sensor Module Variant 13,Components,TRANSFER,-21.0,Rack B,3,9,3,2021
2021-09-02,PRD-00333,Sensor Module Variant 13,Components,TRANSFER,21.0,Main Warehouse,3,9,3,2021
2021-09-05,PRD-00312,Motor 12V Variant 12,Components,DELIVERY,-29.0,Rack A,6,9,3,2021
2021-09-05,PRD-00366,Lubricant Oil Variant 6,Consumables,DELIVERY,-20.0,Rack A,6,9,3,2021
2021-09-05,PRD-00098,Carbon Fiber Variant 8,Raw Materials,DELIVERY,-46.0,Rack A,6,9,3,2021
2021-09-06,PRD-00038,Copper Wire Variant 8,Raw Materials,TRANSFER,-16.3464,Production Floor 1,0,9,3,2021
2021-09-06,PRD-00038,Copper Wire Variant 8,Raw Materials,TRANSFER,16.3464,Rack A,0,9,3,2021
2021-09-08,PRD-00339,Sensor Module Variant 19,Components,DELIVERY,-21.0,Rack B,2,9,3,2021
2021-09-08,PRD-00447,Packaging Tape Variant 25,Consumables,DELIVERY,-25.62,Rack B,2,9,3,2021
2021-09-08,PRD-00315,Motor 12V Variant 15,Components,DELIVERY,-70.0,Rack B,2,9,3,2021
2021-09-09,PRD-00288,Circuit Board Variant 8,Components,TRANSFER,-37.0,Rack A,3,9,3,2021
2021-09-09,PRD-00288,Circuit Board Variant 8,Components,TRANSFER,37.0,Main Warehouse,3,9,3,2021
2021-09-10,PRD-00159,Widget Model B Variant 19,Finished Goods,DELIVERY,-77.0,Rack A,4,9,3,2021
2021-09-10,PRD-00076,Titanium Alloy,Raw Materials,TRANSFER,-14.8725,Production Floor 1,4,9,3,2021
2021-09-10,PRD-00076,Titanium Alloy,Raw Materials,TRANSFER,14.8725,Main Warehouse,4,9,3,2021
2021-09-11,PRD-00378,Lubricant Oil Variant 18,Consumables,DELIVERY,-27.0,Rack B,5,9,3,2021
2021-09-17,PRD-00132,Widget Model A Variant 12,Finished Goods,TRANSFER,-23.0,Production Floor 1,4,9,3,2021
2021-09-17,PRD-00132,Widget Model A Variant 12,Finished Goods,TRANSFER,23.0,Rack B,4,9,3,2021
2021-09-20,PRD-00369,Lubricant Oil Variant 9,Consumables,DELIVERY,-39.0,Production Floor 1,0,9,3,2021
2021-09-20,PRD-00415,Cleaning Solution Variant 24,Consumables,DELIVERY,-65.1,Production Floor 1,0,9,3,2021
2021-09-20,PRD-00478,Adhesive Variant 25,Consumables,DELIVERY,-73.0,Production Floor 1,0,9,3,2021
2021-09-21,PRD-00097,Carbon Fiber Variant 7,Raw Materials,DELIVERY,-94.0,Production Floor 1,1,9,3,2021
2021-09-21,PRD-00058,Plastic Pellets Variant 13,Raw Materials,DELIVERY,-18.0,Production Floor 1,1,9,3,2021
2021-09-22,PRD-00231,Industrial Unit Variant 11,Finished Goods,DELIVERY,-95.0,Production Floor 1,2,9,3,2021
2021-09-22,PRD-00173,Assembly Unit X Variant 13,Finished Goods,DELIVERY,-29.82,Production Floor 1,2,9,3,2021
2021-09-22,PRD-00201,Premium Widget,Finished Goods,DELIVERY,-75.0,Production Floor 1,2,9,3,2021
2021-09-24,PRD-00119,Stainless Steel Variant 14,Raw Materials,DELIVERY,-97.0,Production Floor 1,4,9,3,2021
2021-09-25,PRD-00429,Packaging Tape Variant 7,Consumables,DELIVERY,-15.3321,Production Floor 1,5,9,3,2021
2021-09-26,PRD-00421,Cleaning Solution Variant 30,Consumables,DELIVERY,-22.0,Rack B,6,9,3,2021
2021-09-27,PRD-00405,Cleaning Solution Variant 14,Consumables,DELIVERY,-22.0,Production Floor 1,0,9,3,2021
2021-09-27,PRD-00345,Control Unit Variant 5,Components,DELIVERY,-20.2343,Production Floor 1,0,9,3,2021
2021-09-27,PRD-00086,Titanium Alloy Variant 11,Raw Materials,DELIVERY,-27.93,Production Floor 1,0,9,3,2021
2021-09-27,PRD-00389,Lubricant Oil Variant 29,Consumables,TRANSFER,-20.0,Rack A,0,9,3,2021
2021-09-27,PRD-00389,Lubricant Oil Variant 29,Consumables,TRANSFER,20.0,Main Warehouse,0,9,3,2021
2021-09-28,PRD-00338,Sensor Module Variant 18,Components,DELIVERY,-19.0,Production Floor 1,1,9,3,2021
2021-09-28,PRD-00415,Cleaning Solution Variant 24,Consumables,DELIVERY,-25.0,Production Floor 1,1,9,3,2021
2021-10-04,PRD-00483,Adhesive Variant 30,Consumables,DELIVERY,-67.0,Rack A,0,10,4,2021
2021-10-04,PRD-00206,Premium Widget Variant 6,Finished Goods,DELIVERY,-90.3,Rack A,0,10,4,2021
2021-10-04,PRD-00159,Widget Model B Variant 19,Finished Goods,DELIVERY,-66.0,Rack A,0,10,4,2021
2021-10-05,PRD-00047,Plastic Pellets Variant 2,Raw Materials,DELIVERY,-39.0,Rack A,1,10,4,2021
2021-10-08,PRD-00282,Circuit Board Variant 2,Components,RECEIPT,231.0,Main Warehouse,4,10,4,2021
2021-10-08,PRD-00433,Packaging Tape Variant 11,Consumables,RECEIPT,461.0,Main Warehouse,4,10,4,2021
2021-10-08,PRD-00284,Circuit Board Variant 4,Components,RECEIPT,240.0,Main Warehouse,4,10,4,2021
2021-10-08,PRD-00341,Control Unit,Components,RECEIPT,472.0,Main Warehouse,4,10,4,2021
2021-10-08,PRD-00339,Sensor Module Variant 19,Components,ADJUSTMENT,-7.0,Production Floor 1,4,10,4,2021
2021-10-09,PRD-00403,Cleaning Solution Variant 12,Consumables,DELIVERY,-42.0,Production Floor 1,5,10,4,2021
2021-10-09,PRD-00097,Carbon Fiber Variant 7,Raw Materials,DELIVERY,-76.0,Production Floor 1,5,10,4,2021
2021-10-13,PRD-00419,Cleaning Solution Variant 28,Consumables,DELIVERY,-92.0,Rack B,2,10,4,2021
2021-10-13,PRD-00446,Packaging Tape Variant 24,Consumables,DELIVERY,-28.0,Rack B,2,10,4,2021
2021-10-18,PRD-00397,Cleaning Solution Variant 6,Consumables,DELIVERY,-53.0,Rack B,0,10,4,2021
2021-10-18,PRD-00406,Cleaning Solution Variant 15,Consumables,DELIVERY,-30.48,Rack B,0,10,4,2021
2021-10-18,PRD-00301,Motor 12V,Components,DELIVERY,-49.0,Rack B,0,10,4,2021
2021-10-19,PRD-00304,Motor 12V Variant 4,Components,RECEIPT,77.0,Rack A,1,10,4,2021
2021-10-19,PRD-00019,Aluminum Sheets Variant 4,Raw Materials,RECEIPT,149.0,Rack A,1,10,4,2021
